ID,Absolute_Magnitude,Est_Dia_In_Km_Min,Est_Dia_In_Km_Max,Close_Approach_Date,Relative_Velocity_Km_Per_Hr,Miss_Dist_Kilometers,Minimum_Orbit_Intersection,Jupiter_Tisserand_Invariant,Epoch_Osculation,Eccentricity,Semi_Major_Axis,Inclination,Asc_Node_Longitude,Orbital_Period,Perihelion_Distance,Perihelion_Arg,Aphelion_Dist,Perihelion_Time,Mean_Anomaly,Mean_Motion,Hazardous
1997MS,19.2,0.4,0.9,2118-06-10,109164.1618571922,0.17793,0.17244,3.172317328126772,2461000.5,0.728,1.933303,54.9,86.185,981.9,0.525,65.7808,3.342,2461358.9371782094,228.5783,0.3666361136571952,False
1997PN,19.6,,,-,55508.36308693452,,0.27653,3.400087905253279,2461000.5,0.421,2.225457,26.5,309.4919,1212.6,1.288,348.7498,3.163,2461561.494629561,193.4542,0.2968827313211282,
1997QK1,20.3,0.3,0.3,2039-07-11,50970.3553069812,0.01586,0.01712,2.9848815758379628,2461000.5,0.646,2.783108,2.9,306.47,1695.9,0.984,3.2088,4.582,2460894.064889083,22.59404,0.212276667256324,False
1997RT,19.9,0.3,0.3,2034-09-20,29780.48085699622,0.18158,0.05776,3.4287561788902203,2461000.5,0.524,2.247007,6.2,325.7723,1230.3,1.069,6.5107,3.425,2460523.495011504,139.57907,0.2926115581565472,False
1997TC25,24.8,0.029,0.06,2085-08-22,36725.22381313368,0.03102,0.0021,3.112215024685118,2461000.5,0.618,2.601283,0.2,39.9728,1532.4,0.993,300.5623,4.21,2450700.019560592,264.30432,0.2349256068911511,True
1997TT25,19.2,,,-,15671.980465954415,,0.24764,3.601419960013524,2461000.5,0.418,2.123124,7.6,30.214,1130.0,1.235,18.2838,3.011,2460932.341864432,21.71502,0.3185840707964602,
1997TZ16,24.0,0.04,0.09,2038-02-21,47909.70786605544,0.16315,0.00973,3.57659055937875,2461000.5,0.597,2.017171,3.8,12.9032,1046.4,0.813,68.3787,3.222,2450777.628668105,274.46831,0.3440366972477064,False
1997UA11,25.6,0.02,0.05,2026-10-27,45110.1625840782,0.01696,0.00064,3.2617828407232032,2461000.5,0.618,2.360571,3.3,212.3757,1324.7,0.902,138.537,3.819,2450717.311482699,275.81527,0.2717596436929116,True
1997UR,23.2,0.06,0.14,2034-11-14,59495.83997872788,0.0189,0.01759,4.571952069704336,2461000.5,0.312,1.459088,2.3,213.93,643.8,1.004,200.4643,1.914,2461064.685983573,323.55031,0.5591798695246971,False
1997UZ10,23.4,0.06,0.13,2092-11-11,34234.961201654325,0.11312,0.09726,2.967188404604564,2461000.5,0.616,2.841365,12.7,38.5835,1749.4,1.09,359.129,4.593,2450752.053457709,313.03889,0.2057848405167485,False
1997VG,22.5,0.08,0.19,2062-11-02,64048.59074539979,0.1042,0.08269,3.879132624192516,2461000.5,0.402,1.753379,31.0,219.4286,848.0,1.049,154.7472,2.458,2450730.0960016595,39.35985,0.4245283018867924,False
1997VG6,19.6,0.3,0.7,2040-05-08,51794.32941048636,0.0624,0.04816,4.1063132464292025,2461000.5,0.564,1.608352,18.5,51.6273,745.0,0.701,250.936,2.516,2450679.248473075,305.52868,0.4832214765100671,False
1997VN4,23.9,,,-,45081.65738649816,,0.10328,3.263171298177559,2461000.5,0.552,2.442777,7.5,48.3858,1394.5,1.094,350.9007,3.792,2460489.312170438,131.96505,0.2581570455360344,
1997WQ23,20.8,0.5,0.5,2036-07-16,32450.785428592226,0.05472,0.01017,3.998470733579377,2461000.5,0.495,1.737421,2.4,55.808,836.5,0.878,296.6354,2.597,2460751.396566791,107.2077,0.4303646144650329,False
1997XE10,24.4,0.03,0.08,2061-12-02,41932.6018270632,0.03623,0.01473,3.827567654828973,2461000.5,0.478,1.871677,6.3,72.4537,935.3,0.977,25.0475,2.767,2461082.4887468256,328.44182,0.3849032396022667,False
1997XS2,19.5,,,-,,,0.32106,3.106397783123647,2461000.5,0.518,2.667058,19.4,74.7849,1590.9,1.285,24.2768,4.049,2460328.457535446,152.07296,0.2262870073543277,
1997YM9,24.2,0.04,0.09,2036-12-28,61621.87966767216,0.15836,0.03076,5.652642280276451,2461000.5,0.104,1.095987,7.8,94.69,419.1,0.982,51.7543,1.21,2460904.2405721378,82.6874,0.8589835361488904,False
1997YR10,20.1,0.25,0.6,2103-12-23,70818.85289865456,0.1785,0.16545,3.895087778759262,2461000.5,0.334,1.719629,36.7,270.0096,823.7,1.145,190.7809,2.295,2450820.220735254,130.10862,0.4370523248755614,False
199801 2007AE12,19.4,0.4,0.8,2030-06-10,81638.65651838256,0.06238,0.00636,4.024466567687937,2461000.5,0.569,1.684401,2.3,245.4411,798.5,0.725,86.9646,2.644,2461114.068303759,308.7973,0.4508453350031308,False
1998BR26,26.1,0.016,0.04,2059-01-23,49409.60743039176,0.17362,0.01578,4.1267004851710105,2461000.5,0.49,1.641885,12.2,129.8362,768.4,0.838,62.2207,2.446,2460866.43290848,63.52645,0.4685059864653826,False
1998BT13,26.3,0.02,0.02,2047-12-27,26822.27515498848,0.0333,0.00027,3.222048787151506,2461000.5,0.599,2.450873,1.4,123.2552,1401.5,0.983,353.4282,3.919,2460677.064283533,81.06199,0.2568676418123439,True
1998BY7,21.3,0.15,0.3,2041-06-29,44274.84933733596,0.02594,0.02306,3.563267288034793,2461000.5,0.609,2.019675,3.3,121.8733,1048.4,0.79,90.615,3.249,2461413.985120747,218.01525,0.343380389164441,False
1998DK36,25.0,0.026,0.06,2028-03-08,26208.197204637563,0.14303,0.0093,8.176595358147877,2461000.5,0.415,0.692653,2.0,150.869,210.6,0.405,180.7259,0.98,2450971.788301161,237.85115,1.7094017094017095,False
1998DV20,20.2,0.24,0.5,2067-09-10,71234.05695312996,0.15065,0.0747,3.54543107501012,2461000.5,0.608,1.984553,19.7,150.2005,1021.2,0.779,262.0183,3.191,2450793.678890364,358.59658,0.3525264394829612,False
1998DX11,27.0,0.011,0.024,2045-01-06,32582.988972521856,0.11944,0.00348,3.18791890836875,2461000.5,0.606,2.48268,6.5,334.7866,1428.8,0.977,162.2186,3.988,2450854.056562636,33.53554,0.251959686450168,False
1998EE3,27.1,0.01,0.022,2034-03-15,45403.14782474352,0.05057,0.01188,3.4102434434392137,2461000.5,0.588,2.2013,6.1,339.5959,1192.9,0.908,226.7734,3.495,2450908.0563609456,156.37209,0.3017855645904937,False
1998EP4,21.7,0.12,0.27,2033-07-31,77471.75738306016,0.11786,0.06218,4.311303079016999,2461000.5,0.441,1.559801,7.2,352.6998,711.5,0.872,266.5931,2.248,2460922.881967293,39.27062,0.5059732958538299,False
1998FG12,21.1,0.16,0.4,2045-02-18,33680.24822987622,0.123,0.10728,3.378355873740019,2461000.5,0.581,2.240672,8.7,21.9195,1225.1,0.939,98.1912,3.543,2460644.11110812,104.91872,0.2938535629744511,False
1998FL5,21.4,0.14,0.3,2046-03-11,58315.36180756572,0.10532,0.10381,4.3505086789222815,2461000.5,0.365,1.545012,14.5,185.8125,701.4,0.982,297.704,2.109,2460657.52626441,176.02209,0.5132591958939264,False
1998FM9,19.6,,,-,20774.244029752765,,0.29254,3.444608187617696,2461000.5,0.442,2.288359,10.3,162.3098,1264.4,1.276,32.181,3.301,2461029.556154437,351.72714,0.2847200253084467,
1998GC1,21.2,0.15,0.3,2043-03-28,35616.36709953414,0.15598,0.13293,4.564571294985079,2461000.5,0.292,1.441109,18.7,19.0244,631.9,1.02,117.2127,1.863,2460964.134488942,20.71803,0.5697103972147491,False
1998GL10,19.0,,,-,27839.83001547964,,0.15133,2.788972912570628,2461000.5,0.669,3.168573,8.7,193.1305,2060.1,1.049,287.5312,5.288,2461167.137224381,330.88073,0.1747487986020096,
1998HH1,23.1,,,-,39864.60340231248,,0.05113,3.476151075109589,2461000.5,0.511,2.157451,16.0,203.5281,1157.5,1.055,359.8788,3.259,2461328.830035775,255.78936,0.3110151187904967,
1998HM1,24.3,0.04,0.08,2050-04-18,47406.447440166245,0.12998,0.01614,4.656227194915847,2461000.5,0.361,1.411711,3.2,201.715,612.7,0.902,70.0577,1.922,2450976.305843576,135.04453,0.5875632446548066,False
1998HP126,25.3,0.023,0.05,2029-06-04,,0.15405,0.00557,7.264108886027044,2461000.5,0.486,0.790531,0.8,186.6381,256.7,0.406,237.7737,1.175,2459367.4044226,188.24159,1.4024152707440594,False
1998HT31,20.8,0.41,0.41,2085-09-30,64385.25230974536,0.12078,0.03111,3.0723303134890383,2461000.5,0.692,2.504644,6.8,213.4673,1447.8,0.771,80.741,4.239,2450984.67034453,328.89633,0.2486531288852051,False
1998KD3,20.8,0.18,0.4,2036-05-13,66117.76117179192,0.1258,0.04912,3.4866078534994136,2461000.5,0.51,2.041812,29.5,241.2554,1065.7,1.001,324.7923,3.083,2460536.775421821,157.29528,0.3378061368114854,False
1998KF3,19.0,,,-,53877.04852178268,,0.26271,3.478343944826156,2461000.5,0.417,2.130159,27.1,226.4992,1135.6,1.241,332.816,3.019,2461113.6763294046,324.121,0.3170130327580134,
1998KH,19.0,0.4,0.9,2051-05-04,129177.5341501134,0.15273,0.0665,3.860798908171236,2461000.5,0.714,1.650361,26.2,44.6373,774.4,0.472,64.4745,2.828,2460954.4624545737,21.40167,0.4648760330578512,False
1998KJ17,23.5,0.05,0.12,2093-06-22,29288.9020017339,0.11457,0.02511,3.6906678405430697,2461000.5,0.481,1.985286,9.1,75.9247,1021.7,1.031,164.2033,2.939,2450955.7548061167,300.45907,0.3523539199373592,False
1998KO3,19.9,0.28,0.6,2091-11-22,114090.17962026889,0.10184,0.08698,2.4996248395630225,2461000.5,0.775,2.629358,54.6,64.7849,1557.3,0.591,75.4438,4.667,2450892.3061194345,177.78573,0.2311693315353496,False
1998KY26,25.6,,,2039-05-24,16553.48491253815,0.10816,0.00297,5.1867092646975,2461000.5,0.2,1.228869,1.5,84.1821,497.6,0.983,210.0038,1.475,2460999.140744163,0.98343,0.7234726688102894,False
1998LE,20.5,0.21,0.5,2034-01-22,89449.5828131604,0.18023,0.06288,4.202557520418908,2461000.5,0.698,1.512747,9.1,237.4674,679.6,0.457,132.9989,2.569,2461221.390679444,242.98752,0.5297233666862861,False
1998MS2,20.4,0.22,0.5,2055-06-13,38826.49960562796,0.08151,0.0796,4.001945735821595,2461000.5,0.402,1.732266,19.2,268.33,832.8,1.036,320.387,2.429,2460939.577166748,26.33676,0.4322766570605187,False
1998MV5,24.1,0.04,0.09,2035-06-25,41323.60021364028,0.10079,0.01342,5.20215733963049,2461000.5,0.185,1.20447,21.2,269.4349,482.8,0.982,313.641,1.427,2450941.8945421446,299.17165,0.7456503728251864,False
1998OP4,23.7,,,-,36796.02944409324,,0.03454,3.392423473918025,2461000.5,0.536,2.250579,13.4,126.639,1233.2,1.044,167.6636,3.457,2451013.0672962707,33.44213,0.2919234511839118,
1998QA105,21.5,,,-,26792.313869312857,,0.28299,3.132510343435377,2461000.5,0.532,2.703964,8.3,336.8121,1624.1,1.267,40.0608,4.141,2460830.5266209706,37.35194,0.2216612277569115,
1998QA62,19.3,0.4,0.8,2060-03-26,77897.18152083816,0.07095,0.01691,3.311023605144804,2461000.5,0.742,2.041899,24.8,180.78,1065.7,0.528,273.9641,3.556,2460697.289235153,102.42299,0.3378061368114854,False
1998QH1,20.5,0.21,0.5,2075-09-25,38539.9862371044,0.19991,0.1593,3.1867614239421207,2461000.5,0.556,2.534493,12.3,161.619,1473.8,1.126,216.5495,3.943,2461443.451528951,251.80093,0.2442665219161351,False
1998QH28,22.7,,,-,31418.95977768578,,0.19717,2.995244162457519,2461000.5,0.585,2.844175,13.6,328.3104,1752.0,1.179,325.8402,4.509,2451008.5732482024,255.08896,0.2054794520547945,
1998QQ,18.6,0.5,1.1,2034-08-06,121058.44196104656,0.17451,0.17374,4.752876765699333,2461000.5,0.685,1.243316,37.2,325.285,506.4,0.392,220.6091,2.094,2461083.541213216,300.96285,0.7109004739336493,False
1998QV3,20.5,0.2,0.2,2065-09-13,63847.74637167804,0.18121,0.16293,3.358754599387268,2461000.5,0.51,2.317133,14.2,332.6961,1288.3,1.135,33.6708,3.499,2461384.5910318964,252.19613,0.2794380190949313,False
1998SD9,24.0,0.04,0.09,2028-08-25,93172.89014237052,0.06009,0.00859,8.041752416889558,2461000.5,0.504,0.702488,3.0,165.7457,215.1,0.348,7.7047,1.057,2461076.3402885445,233.0463,1.6736401673640169,False
1998SE35,19.2,,,-,30602.94933467448,,0.2536,2.913705032028409,2461000.5,0.6,2.997859,14.1,330.8221,1895.9,1.198,47.4797,4.798,2460641.3674086686,68.19337,0.1898834326704994,
1998SH2,20.9,0.3,0.3,2052-09-08,78908.69432854044,0.06954,0.0192,2.9128895102888706,2461000.5,0.714,2.743081,2.4,6.077,1659.4,0.785,268.7172,4.701,2460877.8837086014,26.60078,0.2169458840544775,False
1998SS4,22.0,0.11,0.24,2046-09-13,27613.43089262834,0.12383,0.10912,3.409567184871444,2461000.5,0.51,2.274266,9.6,180.7027,1252.7,1.113,174.6966,3.435,2461098.290634823,333.21765,0.2873792607966791,False
1998SU4,21.3,0.15,0.3,2030-09-07,94290.76420548264,0.13356,0.01944,5.23730425721757,2461000.5,0.58,1.147907,23.1,350.555,449.2,0.482,241.8817,1.814,2460893.494774853,85.75293,0.8014247551202137,False
1998SY14,20.7,0.2,0.4,2056-01-20,78043.12417805652,0.17884,0.0085,2.9283867976322258,2461000.5,0.67,2.837313,3.5,39.641,1745.7,0.938,22.5453,4.737,2461613.903500191,233.34363,0.2062210001718508,False
1998SZ14,19.4,,,-,,,0.25779,3.3504241993372217,2461000.5,0.484,2.401162,5.6,79.6833,1359.0,1.24,271.9597,3.562,2460603.973089442,105.03753,0.2649006622516556,
1998TT3,18.8,,,-,54767.48513191884,,0.25392,3.3132598300369542,2461000.5,0.503,2.324015,21.6,27.2888,1294.1,1.155,48.8458,3.493,2461518.2184007624,215.9746,0.2781856116219767,
1998UM1,23.4,0.06,0.12,2049-09-26,28205.3519745228,0.01538,0.015,4.105423161532292,2461000.5,0.401,1.699397,4.9,3.2458,809.2,1.018,1.3433,2.381,2460811.66397096,84.01303,0.4448838358872961,False
1998UR,23.0,0.07,0.15,2051-10-17,40787.65301991372,0.18447,0.10479,4.14738453354636,2461000.5,0.379,1.650633,17.4,28.0529,774.6,1.026,312.1967,2.276,2451062.508568993,297.6822,0.4647560030983733,False
1998US18,21.0,0.17,0.4,2040-10-19,46252.71388531044,0.07865,0.03154,3.0239020015619515,2461000.5,0.678,2.603349,9.7,207.1034,1534.3,0.84,115.5306,4.367,2460282.895480537,168.38011,0.2346346868278694,False
1998UY24,21.7,0.12,0.27,2041-10-15,32762.97961014284,0.12654,0.12659,4.74372056386768,2461000.5,0.321,1.363751,16.9,38.7056,581.7,0.926,275.7159,1.802,2451040.562575756,42.49799,0.6188757091284166,False
1998VD32,22.5,0.08,0.19,2027-11-18,36410.7419474058,0.18111,0.03005,5.586875599726331,2461000.5,0.316,1.104088,2.0,1.1187,423.7,0.755,152.0174,1.453,2460941.690633,49.96263,0.8496577767288176,False
1998VE31,20.9,0.18,0.4,2026-11-09,46606.33606812696,0.1785,0.12401,5.77175713692076,2461000.5,0.19,1.050645,21.9,57.2867,393.4,0.851,219.5077,1.25,2460839.408749742,147.43206,0.9150991357397052,False
1998VP,19.0,,,-,79392.96822948336,,0.31339,3.3991940104672667,2461000.5,0.481,1.973449,45.1,226.2253,1012.6,1.023,103.0413,2.924,2461170.919702447,299.41221,0.3555204424254394,
1998VS,22.2,0.1,0.22,2046-11-17,21196.34522738233,0.17715,0.04057,4.70791659859015,2461000.5,0.277,1.399554,6.8,230.2711,604.8,1.011,148.1434,1.788,2460779.2630185704,131.69752,0.5952380952380952,False
1998WA2,19.8,,,-,51506.062421202725,,0.23156,3.00984157513508,2461000.5,0.589,2.688247,22.4,234.041,1609.9,1.105,126.5756,4.272,2460723.3809812185,61.96788,0.2236163736878066,
1998WB2,21.8,0.15,0.15,2035-03-16,38422.9258471458,0.09978,0.01465,3.634293633681131,2461000.5,0.587,1.972469,2.4,52.123,1011.8,0.815,78.8493,3.13,2461334.1851016725,241.27955,0.3558015418066811,False
1998WL4,19.5,,,-,125848.70190358847,,0.21596,3.6715926530576777,2461000.5,0.733,1.76659,23.7,225.837,857.6,0.472,41.9192,3.061,2461294.233527238,236.7026,0.419776119402985,
1998WR5,18.7,,,-,51438.00520667772,,0.42178,3.08471309738906,2461000.5,0.513,2.57422,28.3,256.5051,1508.6,1.253,118.6368,3.896,2461662.792051782,201.95345,0.2386318440938618,
1998WY1,22.1,0.1,0.22,2037-11-17,50997.99570827509,0.07323,0.06852,4.167546255287757,2461000.5,0.357,1.615157,24.7,238.5824,749.8,1.039,158.1631,2.192,2451116.1493493947,65.85232,0.480128034142438,False
1998XD12,20.7,0.19,0.4,2033-05-20,81081.57786474384,0.19654,0.03121,4.506909391480835,2461000.5,0.624,1.399346,13.5,259.6394,604.6,0.526,69.5577,2.272,2451101.447064707,141.67202,0.5954349983460139,False
1998XN17,22.8,0.07,0.17,2034-11-25,79963.80713629235,0.10806,0.05574,6.13762430337238,2461000.5,0.211,0.982867,7.2,85.8562,355.9,0.776,226.6758,1.19,2461009.4884062083,350.90848,1.0115200899128969,False
1999AF4,18.5,0.5,1.2,2041-12-30,64505.3088925584,0.15209,0.15144,2.9722870016254648,2461000.5,0.608,2.850035,12.7,294.2195,1757.4,1.118,155.7579,4.582,2461617.7474766173,233.55893,0.2048480710139979,False
1999AM10,21.3,0.15,0.3,2040-01-11,42274.23672159576,0.15239,0.05966,3.896853484010128,2461000.5,0.513,1.797616,6.8,76.3889,880.3,0.875,95.7563,2.721,2451237.265071425,31.76006,0.4089514938089288,False
1999AO10,24.1,0.04,0.09,2026-02-12,27999.53400917084,0.02681,0.0213,6.5368100045719855,2461000.5,0.111,0.912096,2.6,313.0434,318.2,0.811,7.9605,1.013,2460922.225944682,88.45754,1.1313639220615963,False
1999BL33,21.8,,,-,22131.0405871186,,0.27886,3.1327855710985,2461000.5,0.531,2.693506,10.0,120.8253,1614.6,1.263,0.0297,4.124,2451197.002922738,27.76976,0.2229654403567447,
1999BO,19.1,,,-,41049.46493900964,,0.262,3.5275260355282247,2461000.5,0.449,2.121158,19.7,292.9576,1128.4,1.17,132.0821,3.073,2461301.036078143,263.76939,0.3190358029067706,
1999CG9,25.5,0.021,0.05,2034-02-06,32347.26991257869,0.04565,0.02335,5.798652397446445,2461000.5,0.064,1.061872,5.2,138.5016,399.7,0.994,315.5473,1.129,2461157.586998083,218.49264,0.9006755066299725,False
1999CQ2,27.2,0.009,0.021,2034-01-14,27195.60679469208,0.05275,0.00449,4.456107419927681,2461000.5,0.381,1.501984,3.7,317.9607,672.4,0.93,138.3201,2.074,2451182.5261094286,214.29753,0.5353955978584176,False
1999DB2,19.1,,,-,26504.05483901833,,0.24812,2.9014384786921,2461000.5,0.617,3.015513,11.1,321.3424,1912.7,1.154,258.7113,4.877,2460889.0765776723,20.97195,0.1882156114393266,
1999DJ3,20.8,,,-,,,0.2722,4.037983500771253,2461000.5,0.324,1.677604,29.4,329.2433,793.7,1.133,241.3603,2.222,2460822.901648307,80.55798,0.4535718785435302,
1999DY2,22.1,0.1,0.23,2063-03-14,21981.91219649046,0.17304,0.10413,3.65188226410224,2461000.5,0.465,2.037916,7.6,352.1391,1062.6,1.09,161.3798,2.986,2460807.7339876844,65.89225,0.3387916431394692,False
1999EF5,19.6,,,-,62140.02009766236,,0.2774,3.34975804319677,2461000.5,0.427,2.228349,31.0,6.1419,1215.0,1.276,179.0913,3.18,2460982.8709763885,5.22344,0.2962962962962963,
1999EO3,19.0,,,-,44849.55463365744,,0.20496,2.986888657128467,2461000.5,0.606,2.679068,23.8,159.6316,1601.7,1.056,304.5501,4.303,2460818.997218132,40.79544,0.2247611912343135,
1999FN19,22.5,0.07,0.07,2037-06-20,72113.55760064808,0.12622,0.0156,4.19339845462252,2461000.5,0.392,1.64734,2.3,190.0626,772.3,1.002,36.824,2.293,2461335.999754864,203.60549,0.4661401009970219,False
1999FP19,20.2,0.24,0.5,2045-08-02,58111.69025038248,0.19272,0.16042,3.686813993666524,2461000.5,0.519,1.943044,15.1,346.6037,989.3,0.935,274.4813,2.952,2461227.210475181,277.50039,0.3638936621853836,False
1999FQ10,23.5,0.05,0.12,2045-02-12,27748.399929606898,0.00722,0.00913,3.746756733539064,2461000.5,0.488,1.941244,1.1,163.0933,987.9,0.993,335.5616,2.889,2451223.092797721,322.64276,0.3644093531733981,False
1999FR19,22.4,0.09,0.2,2047-03-26,51131.62280263536,0.17255,0.03391,4.2633605029061625,2461000.5,0.477,1.54515,20.8,0.4921,701.5,0.808,107.0025,2.282,2461030.8590001506,344.42115,0.5131860299358517,False
1999FR5,23.5,0.05,0.12,2052-01-03,28351.27222357158,0.15752,0.00693,3.853992241538248,2461000.5,0.479,1.852689,3.9,355.7451,921.1,0.966,149.0652,2.74,2461357.396672977,220.1075,0.3908370426663771,False
1999GL4,19.7,0.3,0.7,2032-11-23,82394.529853365,0.11397,0.02603,3.464841569871896,2461000.5,0.603,2.119954,7.3,178.3595,1127.4,0.842,293.9229,3.398,2461339.6568754986,251.10012,0.3193187865886109,False
1999GR6,20.0,,,-,76534.25928025357,,0.17187,4.451605217809901,2461000.5,0.761,1.342506,29.2,180.8338,568.2,0.321,146.6073,2.364,2460996.5030186176,2.53259,0.6335797254487856,
1999HC1,24.9,0.028,0.06,2028-05-08,25760.61888350087,0.14621,0.01282,3.636795800959488,2461000.5,0.503,2.036124,1.3,28.4779,1061.2,1.011,159.1905,3.061,2451269.935301116,64.56102,0.3392385978137957,False
1999HX1,19.9,,,-,24207.68205187852,,0.18829,3.1751736106881943,2461000.5,0.559,2.575177,8.3,165.7988,1509.4,1.137,105.238,4.014,2460368.179701616,150.81012,0.2385053663707433,
1999JZ10,22.0,0.1,0.23,2031-11-26,100058.80429740636,0.19957,0.0376,4.77797221534014,2461000.5,0.473,1.306292,25.9,54.4846,545.3,0.688,80.0259,1.924,2461065.32414792,316.69545,0.6601870529983496,False
1999KL1,21.6,0.13,0.29,2060-03-01,36512.21917694124,0.17213,0.08365,4.047993585232897,2461000.5,0.428,1.721304,9.7,64.5637,824.9,0.985,117.1781,2.458,2451269.2154327594,288.37617,0.4364165353376167,False
1999LD30,20.3,0.24,0.5,2087-08-03,56963.51339557716,0.12836,0.0624,2.9568878889465875,2461000.5,0.63,2.866058,8.1,85.5019,1772.3,1.059,206.8054,4.673,2460225.7807545257,157.3697,0.2031258816227501,False
1999LD6,22.3,0.09,0.21,2043-06-27,42695.32595183532,0.15345,0.08298,3.8776566547031743,2461000.5,0.489,1.814903,11.3,236.7091,893.1,0.927,72.2486,2.703,2451380.100052262,277.45908,0.4030903594222371,False
1999LE6,20.8,0.19,0.4,2039-06-29,54530.14010189544,0.15422,0.08406,4.111263553625812,2461000.5,0.33,1.643288,27.1,92.285,769.4,1.101,185.4048,2.186,2461361.4847516576,191.1028,0.4678970626462178,False
1999LJ1,22.3,0.09,0.21,2063-05-19,30298.859225007123,0.13494,0.10839,4.268812945319273,2461000.5,0.308,1.621057,4.6,243.743,753.9,1.121,351.5231,2.121,2461116.235646155,303.72011,0.477516912057302,False
1999LT1,17.8,,,-,91027.71834199272,,0.08519,2.586351727080588,2461000.5,0.642,2.996372,43.1,66.9296,1894.5,1.073,158.7331,4.92,2460770.882876395,43.63296,0.1900237529691211,
1999LV7,19.1,,,-,66072.74060022732,,0.17017,3.3487789169935143,2461000.5,0.471,2.205972,30.5,87.3092,1196.7,1.167,159.1533,3.245,2460923.5747248046,23.14052,0.3008272750062672,
1999LW1,20.5,0.21,0.5,2029-01-23,127697.51075473837,0.12096,0.09987,4.382537147209873,2461000.5,0.682,1.43801,6.7,204.5167,629.9,0.457,168.6335,2.419,2460852.719060438,84.46556,0.5715192887759962,False
1999LX1,20.9,0.18,0.4,2058-06-02,86098.87109113057,0.12275,0.0252,5.085316495507868,2461000.5,0.726,1.163301,19.8,251.7827,458.3,0.319,133.5618,2.008,2451390.086476791,349.43252,0.7855116735762601,False
1999OQ3,20.2,0.25,0.6,2046-08-13,32598.707882721803,0.0854,0.08426,3.82305723684844,2461000.5,0.424,1.896794,9.2,147.9116,954.2,1.092,164.4848,2.701,2460928.824383964,27.04243,0.3772793963529658,False
1999PS3,21.9,0.11,0.25,2034-09-29,70976.87231998608,0.15273,0.07132,3.6394972042575047,2461000.5,0.488,2.042351,3.6,256.784,1066.1,1.046,79.4661,3.039,2461014.443941521,355.13715,0.3376793921770941,False
1999RA32,21.3,0.14,0.3,2050-02-09,25306.37436801805,0.13471,0.05843,5.940761804248655,2461000.5,0.09,1.02622,10.5,167.5761,379.7,0.933,8.9271,1.119,2461134.892127552,232.58597,0.948116934421912,False
1999RB32,20.1,0.3,0.3,2052-09-06,62132.67231907104,0.06765,0.05869,3.2615017168419067,2461000.5,0.57,2.430788,3.8,328.1437,1384.3,1.044,42.3259,3.818,2461153.423238306,320.22987,0.2600592357148017,False
1999RJ33,22.7,0.08,0.17,2044-08-29,42317.7940814346,0.15218,0.02629,5.061937243165451,2461000.5,0.189,1.254761,18.5,343.1151,513.4,1.017,27.2956,1.492,2451455.1846741377,214.52654,0.7012076353720297,False
1999RK33,22.5,0.09,0.19,2046-09-03,28866.324479222523,0.15332,0.05431,3.2179364999898104,2461000.5,0.582,2.482986,2.8,317.211,1429.1,1.038,56.4246,3.928,2451454.580366852,247.48045,0.2519067944860402,False
1999RN28,21.1,0.16,0.4,2082-08-26,37635.50681725536,0.17309,0.17689,3.536301280982932,2461000.5,0.454,2.16885,8.8,345.9776,1166.7,1.183,342.7927,3.154,2460743.0325956247,79.44782,0.3085626124967858,False
1999RO36,20.7,,,-,16924.026181545214,,0.22365,3.3640520325818857,2461000.5,0.486,2.383893,3.3,168.0691,1344.4,1.226,197.8601,3.542,2460867.0580297043,36.39366,0.2677774471883368,
1999RP28,22.6,0.08,0.18,2042-08-28,17541.642301345404,0.13495,0.13091,4.547954489114533,2461000.5,0.24,1.475263,9.2,174.1107,654.5,1.121,144.9718,1.83,2461217.714866033,240.52164,0.5500381970970206,False
1999RQ28,20.6,0.2,0.5,2028-10-31,39685.84919137332,0.13937,0.12357,3.821255513923668,2461000.5,0.424,1.908715,3.6,124.1678,963.2,1.099,269.9703,2.718,2461112.575165816,318.11078,0.3737541528239202,False
1999RU2,20.3,,,-,14875.976431442774,,0.23839,3.0657161524494505,2461000.5,0.56,2.806019,5.5,179.4191,1716.9,1.233,202.9731,4.379,2461796.493882294,193.04142,0.2096802376376026,
1999RZ31,24.1,0.04,0.09,2057-10-12,28061.52578673228,0.10049,0.02074,3.1372626091755813,2461000.5,0.602,2.584816,3.0,163.087,1517.9,1.03,180.0239,4.14,2451427.516350104,108.55357,0.2371697740299097,False
1999SE10,20.2,,,-,27783.826868874527,,0.23444,2.8419472804288795,2461000.5,0.619,3.222717,6.9,40.4459,2113.2,1.228,349.3993,5.217,2462018.223857584,186.61932,0.1703577512776831,
1999SF10,24.3,0.06,0.06,2025-12-10,18681.3849662266,0.02097,0.00383,5.0262693555737,2461000.5,0.254,1.279469,1.2,25.8163,528.6,0.955,27.9756,1.604,2460998.663505084,1.25082,0.681044267877412,False
1999SG10,20.6,,,-,70901.54407620827,,0.02892,4.344646352394202,2461000.5,0.613,1.453926,23.6,13.3685,640.3,0.562,103.4296,2.346,2461120.517170979,292.52635,0.5622364516632828,
1999SH10,22.7,0.08,0.17,2037-04-01,27665.26967288711,0.14937,0.00867,5.634720204629931,2461000.5,0.131,1.09872,9.6,178.4783,420.7,0.955,119.1231,1.243,2461054.893290012,313.45006,0.8557166627050155,False
